s	2	0.0
s	2	1.25
s	5	1.5
s	3	1.75
s	6	3.5
s	8	4.66
s	10	4.85
s	5	5.8
s	1	6.75
s	4	8.0
s	7	8.25
s	5	8.5
s	6	10.25
s	10	11.5
s	12	11.75
s	5	12.75
s	1	13.66
s	4	15
s	6	15.25
s	5	15.5
s	6	17
s	10	18.3
s	12	18.6
s	5	19.67
s	10	20.0
s	11	20.3
s	12	20.6
s	16	21.2
s	14	21.4
s	13	21.4
s	13	21.6
s	12	21.6
s	12	22
s	11	22
s	4	23.5
s	4	24.0
s	1	24.25
s	1	25
s	6	27
s	8	27.3
s	10	27.5
s	14	28.1
s	9	28.3
s	8	28.5
s	7	29
s	6	30.5
s	6	31
s	5	31
s	5	31.2
s	4	31.2
s	1	32
s	16	33.8
s	14	34.1
s	8	34.4
s	8	34.5
s	8	34.6
s	8	34.7
s	8	34.8
s	8	34.9
s	8	35.0
s	8	35.1
s	8	35.2
s	8	35.3
s	8	35.4
s	8	35.5
s	8	35.6
s	8	35.7
s	8	35.8
s	8	35.9
s	8	36.0
s	8	36.1
s	8	36.2
s	8	36.3
s	8	36.4
s	6	37.6
s	6	37.7
s	6	37.8
s	6	37.9
s	6	38
s	6	38.1
s	6	38.2
s	6	38.3
s	6	38.4
s	6	38.5
s	6	38.6
s	6	38.7
s	6	38.8
s	6	38.9
s	8	39
s	8	39.1
s	8	39.2
s	8	39.3
s	8	39.4
s	8	39.5
s	8	39.6
s	8	39.7
s	8	39.8
s	8	39.9
s	8	40
s	8	40.1
s	8	40.2
s	8	40.3
s	8	40.4
s	8	40.5
s	8	41
s	8	41.1
s	8	41.2
s	8	41.3
s	8	41.4
s	8	41.5
s	8	41.6
s	8	41.7
s	8	41.8
s	8	41.9
s	8	42
s	6	42.5
s	
